dx,dy,x,y,frame,particle,size,ecc,signal,mass,raw_mass,ep
0.6230523434655879,-0.41949477067560537,825.9406474820144,10.845323741007194,93,0,2.0797931551828235,0.3618226713967709,20.7337502680928,281.1698816843804,1399.9116,0.07022824216598111
-0.605283983895788,-0.015927980232577355,826.56369982548,10.425828970331589,94,0,2.322963744543643,0.3892213696197905,18.81627605513733,291.3980048538835,1391.7789999999998,0.07291486234495978
-1.5785571843402977,0.01589406290452189,825.9584158415842,10.409900990099011,95,0,2.255466406948081,0.3375687284362864,16.314758305789777,257.46727951324493,1283.9759000000013,0.08018823617927029
-0.2985982924013797,0.026941265404428094,824.3798586572439,10.425795053003533,96,0,2.3350153789189454,0.2944499760987125,16.26085512949774,287.6138751029913,1469.1175999999998,0.06659547418658755
-0.7606364480313914,0.1105219138277409,824.0812603648425,10.452736318407961,97,0,2.486114006316815,0.35116582431328813,16.892410493904368,308.6704099340707,1525.7736000000004,0.06350218414827963
0.02872913309647629,-0.042001300627569904,823.3206239168111,10.563258232235702,98,0,2.440629517906021,0.35773703890602515,16.32338344874217,294.3310078101323,1514.2649000000006,0.06476746917658072
-0.08646645196938607,0.066371934371249,823.3493530499076,10.521256931608132,99,0,2.403786292443906,0.35233209590038284,15.877808119033691,277.09336104507184,1504.1515999999997,0.06652437731058436
0.14305399612123892,-0.14802490558334114,823.2628865979382,10.587628865979381,100,0,2.4009591439665448,0.3761102869290353,17.36322145123258,297.217496606393,1495.1494,0.06734027986342078
-1.8845882808921033,0.047940523589725004,823.4059405940594,10.43960396039604,101,0,2.411195012050791,0.33744029092747935,14.271776081322951,257.4016757524318,1404.1563999999998,0.07201366185194859
-0.11796248265886788,0.30398093974304885,821.5213523131673,10.487544483985765,102,0,2.3038726487144774,0.3088445458865961,16.86286838513022,287.1797585588844,1450.8420000000006,0.06752458420394086
-1.174180905559183,-0.03493313163956557,821.4033898305084,10.791525423728814,103,0,2.1788661333635537,0.33046246908374166,18.976034158185275,302.5908149548463,1494.2518000000007,0.06615426588011786
