,dx,dy,x,y,frame,particle,size,ecc,signal,mass,raw_mass,ep
0,0.2758321002945934,0.7163227060732424,157.30384167636788,451.1920838183935,95,385,1.5945191340706282,0.146552672765211,29.288224874807586,282.6807322186485,1363.8264,0.013526562729412378
1,-0.15461235160105957,1.1186205025603044,157.57967377666247,451.9084065244667,97,385,1.6409135381392532,0.1414214935855984,28.67088395638058,285.6336814154416,1336.3119000000004,0.012305394839463264
2,-0.6441556723074484,0.38056171226304514,157.42506142506141,453.02702702702703,98,385,1.8090680674665818,0.07072531663545321,26.128484338311377,308.2403804548618,1396.2938999999994,0.012503054090604464
3,-0.8441079999449812,0.18370339554138582,156.78090575275397,453.4075887392901,99,385,1.776357721976615,0.1610198709098698,27.56478112270321,288.72341252882717,1344.5546999999992,0.014147549914638043
4,-1.3480986726513038,0.9356461043275317,155.93679775280899,453.59129213483146,100,385,1.6659174345916439,0.12276315397996673,25.212366504025923,263.9883081009773,1307.7014000000004,0.013024206176247432
5,-0.07985554274270612,0.03632706696345167,154.58869908015768,454.526938239159,101,385,1.786943447811581,0.1754278635645532,24.005636789184283,268.6513175966065,1360.1763999999998,0.012451237712330403
6,-0.4858411161074798,-0.39740574195781164,154.50884353741498,454.56326530612245,102,385,1.798714582600548,0.12838643675153255,22.356520227221722,241.6476818677642,1318.1692000000003,0.013700165080966649
7,-0.3507335137444727,-0.2787047022198408,154.0230024213075,454.16585956416463,103,385,1.5906810943195577,0.12712579242491232,27.439429182694433,266.64668829300706,1322.5599999999997,0.01182783306529026
8,-0.1912562493351686,1.6877396528231543,153.67226890756302,453.8871548619448,104,385,1.6387416482398531,0.12710263926013285,28.155337456280538,279.2070964414487,1357.8407,0.011161797711887286
9,-0.3046057318209421,1.427269987396528,153.48101265822785,455.57489451476795,105,385,1.683564131731847,0.18259902283681467,29.026212040616777,305.74276682783005,1367.8014,0.012550915394651635
10,-0.2656724631300733,0.19331572382424156,153.1764069264069,457.0021645021645,106,385,1.5869462084135897,0.13304434723642808,31.50870392606888,309.72385561369833,1379.4314000000002,0.01152066006606295
11,0.8299139157755349,-0.7042084055398163,152.91073446327684,457.1954802259887,109,385,1.6302230272708296,0.14738573254060552,29.710151005363,302.22394988214086,1308.1742999999994,0.013092806754660674
12,0.05711837032728795,-1.2791130115159035,153.74064837905237,456.4912718204489,110,385,1.7277260797023903,0.06345463926145616,27.37736037972817,292.75524032722655,1354.534,0.012415629017913269
13,-1.2896315804184724,-0.8504566812734424,153.79776674937966,455.212158808933,111,385,1.6826364755005354,0.117455349032877,26.169560405994726,277.53507483199667,1376.0446999999997,0.01321179224701383
14,0.011646550001984224,0.3940959623813569,152.5081351689612,454.36170212765956,112,385,1.7585834554300062,0.13343645423690836,25.108541495245703,274.81814595481256,1327.2527000000002,0.011960016442931038
15,-0.36972169495356866,2.4530854633804324,152.51978171896317,454.7557980900409,113,385,1.7209883260945984,0.14650886501177876,25.25883189471572,268.32933012792205,1309.4796000000006,0.012848961373428548
16,0.8908756485050162,1.4437480255260198,152.1500600240096,457.20888355342134,114,385,1.6143861053040562,0.07548741936778397,28.63008105504358,294.43033973890493,1333.6774999999993,0.013052744584352845
17,-0.45211579673821234,0.005753514220316447,153.04093567251462,458.65263157894736,115,385,1.6571659031036563,0.039456874548754,27.928480201241868,298.48563215077246,1368.5515000000003,0.01199390404966506
18,-0.2988790473740437,1.2203131316844065,152.5888198757764,458.6583850931677,116,385,1.6792485749279396,0.16624132021580781,27.586972866409564,281.10776148683163,1366.4748999999993,0.011868306031516881
19,-0.27336624276699695,1.2538984602308005,152.28994082840237,459.8786982248521,117,385,1.6587583579113712,0.11441542510911744,23.74226082885095,243.17830788338244,1311.8307999999986,0.014081433016737813
20,-0.9347988847007969,-0.8755873392884723,152.01657458563537,461.1325966850829,118,385,1.6310183918261432,0.12022306664839313,26.14798134050948,255.82619581795763,1341.6158999999998,0.012088498086763617
21,-0.313517273968273,-1.141840806468565,151.08177570093457,460.2570093457944,119,385,1.624865199297422,0.14948928161388064,28.73615580111423,289.3899925382798,1385.3609999999987,0.01157664289427858
22,0.21866967760885814,-0.15569141514282592,150.7682584269663,459.11516853932585,120,385,1.6245137561191116,0.12804155175609877,25.410360504564437,258.45966684642684,1331.4672000000003,0.01368577000449347
23,-0.021554143356325994,0.5779189977006354,150.98692810457516,458.959477124183,121,385,1.5986105077709065,0.1838300500705325,28.248965616413972,273.55011008299607,1382.7435999999996,0.012471131758516704
24,0.6391036507214665,0.6827531318476758,150.96537396121883,459.53739612188366,122,385,1.6805057937989054,0.058702892085515095,26.096973478062324,265.3804908614225,1363.8615999999995,0.012356696807895412
25,1.1065743188187014,0.28584275692111305,151.6044776119403,460.22014925373134,123,385,1.6680342647732724,0.20530089296671686,27.391845757102992,282.3467178039847,1303.0147999999997,0.01367923105756526
26,0.012493042785962416,-0.457050211710623,152.711051930759,460.50599201065245,124,385,1.6602183290558974,0.062282201155617896,25.860566966996814,258.9504772295281,1309.7553,0.012664750833369
27,0.14070842012020535,0.44276257511546646,152.72354497354496,460.0489417989418,125,385,1.6167116668585695,0.15662175522483343,28.452723269970896,272.28175686199995,1281.0643999999995,0.012947639716137375
28,0.6267810890934413,0.3400197638737268,152.86425339366517,460.4917043740573,126,385,1.6776410933239116,0.08379448620493862,24.56153025887186,243.04917256167226,1273.7673999999997,0.014924162357844389
29,0.13746085678866393,0.44257679415954954,153.4910344827586,460.831724137931,127,385,1.7232687464274958,0.1882181604030531,26.72926438355151,269.14884275103947,1315.9604000000006,0.012798989053190574
30,-0.6517511535007543,-1.827544506141976,153.62849533954727,461.27430093209057,128,385,1.6971033518765828,0.08777205078266181,27.560789782196252,279.70477197877545,1335.5315,0.012935419103849634
31,-1.1636600738969776,-0.947423982690907,152.97674418604652,459.4467564259486,129,385,1.7253243712550146,0.11825426323966143,25.041009632198644,276.4662820203553,1343.0733999999998,0.013278879413325829
32,-0.7742621576649356,0.2918322153768713,151.81308411214954,458.4993324432577,130,385,1.660826438638017,0.04674412719110718,27.44928150938816,277.83124122340183,1303.6207000000002,0.014036276430361658
33,-0.20285597635580643,0.6085923279997019,151.0388219544846,458.79116465863456,131,385,1.6119533412283336,0.08757128525037104,27.54223084352679,281.83625260430836,1354.9554999999996,0.012923955474184403
