particle,turning_point,v_e,v_g,n,size,ecc,signal,mass,ep
283,142,7.355061504335553e-05,1.3796780731523234e-05,2.9233389043135505,1.7433852226466156,0.09435594738809804,18.533553404551594,204.68206344589768,0.02244363362506088
343,105,-4.679839029825175e-05,-0.00026016206810756633,44.611286422000504,1.6415182583630168,0.1417676634817343,72.50352768359141,739.2395175258837,0.007751693057702314
381,99,2.6450349104509375e-05,-0.00029326841723552565,49.333405974266576,1.6271700671407254,0.11165748463874955,42.86599320854137,426.87350495803105,0.01548497062471064
385,128,4.317659568318791e-05,-5.353230050724947e-06,1.0117122519553443,1.6655092562094491,0.12383946434370287,27.329383796264935,279.4287565213961,0.013122155314114922
